number-of-people	living-voivodeship	living-county	living-municipality	working-voivodeship	working-county	working-municipality
109	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat dąbrowski	Dąbrowa Tarnowska - miasto
14	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat dąbrowski	Mędrzechów
10	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat dąbrowski	Radgoszcz
269	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat dąbrowski	Szczucin - miasto
112	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat m.Kraków	Kraków
10	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
55	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Małopolskie	Powiat m.Tarnów	Tarnów
10	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
86	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Podkarpackie	Powiat mielecki	Mielec
58	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Podkarpackie	Powiat mielecki	Wadowice Górne
13	Małopolskie	Powiat dąbrowski	Szczucin - obszar wiejski	Podkarpackie	Powiat m.Krosno	Krosno
17	Małopolskie	Powiat gorlicki	Gorlice	Dolnośląskie	Powiat m.Wrocław	Wrocław
49	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Biecz - miasto
57	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski
16	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Bobowa - miasto
94	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Gorlice
22	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Lipinki
24	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Łużna
29	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Moszczenica
50	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Ropa
36	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Sękowa
40	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Uście Gorlickie
20	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat nowosądecki	Grybów
10	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat nowosądecki	Chełmiec
18	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat nowosądecki	Grybów
17	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat nowotarski	Ochotnica Dolna
10	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat tarnowski	Ciężkowice - obszar wiejski
14	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat tarnowski	Rzepiennik Strzyżewski
308	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat m.Kraków	Kraków
75	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
12	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat m.Tarnów	Tarnów
47	Małopolskie	Powiat gorlicki	Gorlice	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
36	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat jasielski	Jasło
10	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat kolbuszowski	Kolbuszowa - miasto
18	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat sanocki	Sanok
12	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat m.Krosno	Krosno
11	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat m.Rzeszów	Rzeszów
25	Małopolskie	Powiat gorlicki	Gorlice	Pomorskie	Powiat m.Gdańsk	Gdańsk
23	Małopolskie	Powiat gorlicki	Gorlice	Wielkopolskie	Powiat m.Poznań	Poznań
213	Małopolskie	Powiat gorlicki	Biecz - miasto	Małopolskie	Powiat gorlicki	Gorlice
77	Małopolskie	Powiat gorlicki	Biecz - miasto	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski
18	Małopolskie	Powiat gorlicki	Biecz - miasto	Małopolskie	Powiat gorlicki	Gorlice
37	Małopolskie	Powiat gorlicki	Biecz - miasto	Małopolskie	Powiat m.Kraków	Kraków
10	Małopolskie	Powiat gorlicki	Biecz - miasto	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
53	Małopolskie	Powiat gorlicki	Biecz - miasto	Podkarpackie	Powiat jasielski	Jasło
23	Małopolskie	Powiat gorlicki	Biecz - miasto	Podkarpackie	Powiat jasielski	Skołyszyn
754	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat gorlicki	Gorlice
319	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat gorlicki	Biecz - miasto
59	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat gorlicki	Gorlice
28	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat gorlicki	Lipinki
18	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat nowotarski	Ochotnica Dolna
13	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat tarnowski	Rzepiennik Strzyżewski
135	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat m.Kraków	Kraków
26	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
10	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Małopolskie	Powiat m.Tarnów	Tarnów
19	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
77	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Podkarpackie	Powiat jasielski	Jasło
29	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Podkarpackie	Powiat jasielski	Skołyszyn
16	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Podkarpackie	Powiat sanocki	Sanok
14	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Podkarpackie	Powiat m.Krosno	Krosno
13	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Podkarpackie	Powiat m.Rzeszów	Rzeszów
20	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski	Pomorskie	Powiat m.Gdańsk	Gdańsk
56	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat gorlicki	Gorlice
29	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski
10	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat nowosądecki	Grybów
14	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat nowosądecki	Grybów
40	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat m.Kraków	Kraków
55	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
14	Małopolskie	Powiat gorlicki	Bobowa - miasto	Małopolskie	Powiat m.Tarnów	Tarnów
107	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat gorlicki	Gorlice
164	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat gorlicki	Bobowa - miasto
23	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat gorlicki	Łużna
21	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat nowosądecki	Grybów
26	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat nowosądecki	Grybów
17	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat nowosądecki	Korzenna
79	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat m.Kraków	Kraków
72	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
19	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski	Małopolskie	Powiat m.Tarnów	Tarnów
1632	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Gorlice
27	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Biecz - miasto
46	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski
26	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Lipinki
16	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Łużna
13	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Moszczenica
53	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Ropa
13	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Sękowa
32	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat gorlicki	Uście Gorlickie
221	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat m.Kraków	Kraków
45	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
25	Małopolskie	Powiat gorlicki	Gorlice	Małopolskie	Powiat m.Tarnów	Tarnów
28	Małopolskie	Powiat gorlicki	Gorlice	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
12	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat jasielski	Jasło
16	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat sanocki	Sanok
18	Małopolskie	Powiat gorlicki	Gorlice	Podkarpackie	Powiat m.Krosno	Krosno
15	Małopolskie	Powiat gorlicki	Gorlice	Pomorskie	Powiat m.Gdańsk	Gdańsk
487	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat gorlicki	Gorlice
56	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat gorlicki	Biecz - miasto
58	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat gorlicki	Biecz - obszar wiejski
32	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat gorlicki	Gorlice
10	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat gorlicki	Sękowa
62	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat m.Kraków	Kraków
12	Małopolskie	Powiat gorlicki	Lipinki	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
62	Małopolskie	Powiat gorlicki	Lipinki	Podkarpackie	Powiat jasielski	Jasło
12	Małopolskie	Powiat gorlicki	Lipinki	Podkarpackie	Powiat jasielski	Skołyszyn
42	Małopolskie	Powiat gorlicki	Lipinki	Podkarpackie	Powiat sanocki	Sanok
23	Małopolskie	Powiat gorlicki	Lipinki	Podkarpackie	Powiat m.Krosno	Krosno
13	Małopolskie	Powiat gorlicki	Lipinki	Podkarpackie	Powiat m.Rzeszów	Rzeszów
442	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat gorlicki	Gorlice
29	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat gorlicki	Bobowa - miasto
13	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat gorlicki	Bobowa - obszar wiejski
22	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat gorlicki	Gorlice
13	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat gorlicki	Moszczenica
25	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat nowosądecki	Grybów
107	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat m.Kraków	Kraków
95	Małopolskie	Powiat gorlicki	Łużna	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
14	Małopolskie	Powiat gorlicki	Łużna	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
13	Małopolskie	Powiat gorlicki	Łużna	Pomorskie	Powiat m.Gdańsk	Gdańsk
351	Małopolskie	Powiat gorlicki	Moszczenica	Małopolskie	Powiat gorlicki	Gorlice
10	Małopolskie	Powiat gorlicki	Moszczenica	Małopolskie	Powiat gorlicki	Gorlice
23	Małopolskie	Powiat gorlicki	Moszczenica	Małopolskie	Powiat gorlicki	Łużna
19	Małopolskie	Powiat gorlicki	Moszczenica	Małopolskie	Powiat tarnowski	Rzepiennik Strzyżewski
52	Małopolskie	Powiat gorlicki	Moszczenica	Małopolskie	Powiat m.Kraków	Kraków
14	Małopolskie	Powiat gorlicki	Moszczenica	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
10	Małopolskie	Powiat gorlicki	Moszczenica	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
114	Małopolskie	Powiat gorlicki	Ropa	Małopolskie	Powiat gorlicki	Gorlice
25	Małopolskie	Powiat gorlicki	Ropa	Małopolskie	Powiat gorlicki	Gorlice
37	Małopolskie	Powiat gorlicki	Ropa	Małopolskie	Powiat gorlicki	Uście Gorlickie
11	Małopolskie	Powiat gorlicki	Ropa	Małopolskie	Powiat nowosądecki	Grybów
35	Małopolskie	Powiat gorlicki	Ropa	Małopolskie	Powiat m.Kraków	Kraków
13	Małopolskie	Powiat gorlicki	Ropa	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
11	Małopolskie	Powiat gorlicki	Ropa	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
344	Małopolskie	Powiat gorlicki	Sękowa	Małopolskie	Powiat gorlicki	Gorlice
24	Małopolskie	Powiat gorlicki	Sękowa	Małopolskie	Powiat gorlicki	Gorlice
10	Małopolskie	Powiat gorlicki	Sękowa	Małopolskie	Powiat gorlicki	Lipinki
42	Małopolskie	Powiat gorlicki	Sękowa	Małopolskie	Powiat m.Kraków	Kraków
44	Małopolskie	Powiat gorlicki	Uście Gorlickie	Małopolskie	Powiat gorlicki	Gorlice
11	Małopolskie	Powiat gorlicki	Uście Gorlickie	Małopolskie	Powiat gorlicki	Gorlice
19	Małopolskie	Powiat gorlicki	Uście Gorlickie	Małopolskie	Powiat gorlicki	Ropa
28	Małopolskie	Powiat gorlicki	Uście Gorlickie	Małopolskie	Powiat m.Kraków	Kraków
18	Małopolskie	Powiat gorlicki	Uście Gorlickie	Małopolskie	Powiat m.Nowy Sącz	Nowy Sącz
21	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat chrzanowski	Alwernia - miasto
11	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat chrzanowski	Alwernia - obszar wiejski
25	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat chrzanowski	Libiąż - miasto
37	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat krakowski	Krzeszowice - miasto
129	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat krakowski	Liszki
14	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat krakowski	Skała - miasto
29	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat krakowski	Skawina - miasto
84	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat krakowski	Zabierzów
11	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat oświęcimski	Brzeszcze - miasto
1293	Małopolskie	Powiat krakowski	Czernichów	Małopolskie	Powiat m.Kraków	Kraków
71	Małopolskie	Powiat krakowski	Czernichów	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
13	Małopolskie	Powiat krakowski	Czernichów	Podkarpackie	Powiat m.Rzeszów	Rzeszów
12	Małopolskie	Powiat krakowski	Czernichów	Śląskie	Powiat m.Katowice	Katowice
13	Małopolskie	Powiat krakowski	Igołomia-Wawrzeńczyce	Małopolskie	Powiat krakowski	Zielonki
33	Małopolskie	Powiat krakowski	Igołomia-Wawrzeńczyce	Małopolskie	Powiat proszowicki	Proszowice - miasto
50	Małopolskie	Powiat krakowski	Igołomia-Wawrzeńczyce	Małopolskie	Powiat wielicki	Niepołomice - miasto
507	Małopolskie	Powiat krakowski	Igołomia-Wawrzeńczyce	Małopolskie	Powiat m.Kraków	Kraków
15	Małopolskie	Powiat krakowski	Igołomia-Wawrzeńczyce	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
10	Małopolskie	Powiat krakowski	Iwanowice	Łódzkie	Powiat m.Łódź	Łódź
32	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Michałowice
13	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Skała - miasto
14	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Słomniki - miasto
10	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Słomniki - obszar wiejski
14	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Wielka Wieś
22	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Zabierzów
60	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat krakowski	Zielonki
964	Małopolskie	Powiat krakowski	Iwanowice	Małopolskie	Powiat m.Kraków	Kraków
37	Małopolskie	Powiat krakowski	Iwanowice	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
10	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat brzeski	Brzesko - miasto
19	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat krakowski	Krzeszowice - miasto
10	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat krakowski	Skawina - miasto
79	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat krakowski	Wielka Wieś
48	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat krakowski	Zabierzów
17	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat krakowski	Zielonki
60	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat olkuski	Bukowno
13	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat olkuski	Bolesław
175	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat olkuski	Olkusz - miasto
32	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat olkuski	Olkusz - obszar wiejski
10	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat oświęcimski	Brzeszcze - miasto
785	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Małopolskie	Powiat m.Kraków	Kraków
43	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
23	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Śląskie	Powiat m.Dąbrowa Górnicza	Dąbrowa Górnicza
28	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Śląskie	Powiat m.Katowice	Katowice
31	Małopolskie	Powiat krakowski	Jerzmanowice-Przeginia	Śląskie	Powiat m.Sosnowiec	Sosnowiec
25	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat krakowski	Michałowice
22	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat krakowski	Zabierzów
28	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat krakowski	Zielonki
17	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat proszowicki	Koniusza
18	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat proszowicki	Proszowice - miasto
23	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat wielicki	Niepołomice - miasto
1555	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat m.Kraków	Kraków
17	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Małopolskie	Powiat m.Tarnów	Tarnów
65	Małopolskie	Powiat krakowski	Kocmyrzów-Luborzyca	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
29	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat chrzanowski	Chrzanów - miasto
10	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat chrzanowski	Libiąż - miasto
38	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat chrzanowski	Trzebinia - miasto
85	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski
189	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat krakowski	Zabierzów
10	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat krakowski	Zielonki
12	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat oświęcimski	Brzeszcze - miasto
639	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Małopolskie	Powiat m.Kraków	Kraków
40	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
15	Małopolskie	Powiat krakowski	Krzeszowice - miasto	Śląskie	Powiat m.Katowice	Katowice
13	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Alwernia - miasto
19	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Alwernia - obszar wiejski
98	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Chrzanów - miasto
22	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Chrzanów - obszar wiejski
69	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Libiąż - miasto
121	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Trzebinia - miasto
29	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat chrzanowski	Trzebinia - obszar wiejski
12	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Czernichów
980	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Krzeszowice - miasto
28	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Liszki
17	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Skała - miasto
20	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Skawina - miasto
30	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Wielka Wieś
400	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Zabierzów
29	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat krakowski	Zielonki
23	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat olkuski	Bukowno
147	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat oświęcimski	Brzeszcze - miasto
1100	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat m.Kraków	Kraków
23	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Małopolskie	Powiat m.Tarnów	Tarnów
11	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Mazowieckie	Powiat m.Płock	Płock
104	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Mazowieckie	Powiat m. st. Warszawa	M.st.Warszawa
87	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Śląskie	Powiat m.Katowice	Katowice
13	Małopolskie	Powiat krakowski	Krzeszowice - obszar wiejski	Śląskie	Powiat m.Mysłowice	Mysłowice
15	Małopolskie	Powiat krakowski	Liszki	Małopolskie	Powiat gorlicki	Bobowa - miasto
