number-of-people	living-municipality	living-voivodeship	working-municipality	working-voivodeship
153	Baranów	Lubelskie	Puławy	Lubelskie
11	Baranów	Lubelskie	Puławy	Lubelskie
19	Baranów	Lubelskie	Żyrzyn	Lubelskie
18	Baranów	Lubelskie	Ryki - miasto	Lubelskie
35	Baranów	Lubelskie	Lublin	Lubelskie
23	Baranów	Lubelskie	Warszawa	Mazowieckie
279	Janowiec	Lubelskie	Puławy	Lubelskie
39	Janowiec	Lubelskie	Puławy	Lubelskie
55	Janowiec	Lubelskie	Lublin	Lubelskie
15	Janowiec	Lubelskie	Warszawa	Mazowieckie
104	Kazimierz Dolny - miasto	Lubelskie	Puławy	Lubelskie
18	Kazimierz Dolny - miasto	Lubelskie	Wąwolnica	Lubelskie
23	Kazimierz Dolny - miasto	Lubelskie	Lublin	Lubelskie
18	Kazimierz Dolny - miasto	Lubelskie	Warszawa	Mazowieckie
177	Kazimierz Dolny - obszar wiejski	Lubelskie	Puławy	Lubelskie
64	Kazimierz Dolny - obszar wiejski	Lubelskie	Kazimierz Dolny - miasto	Lubelskie
15	Kazimierz Dolny - obszar wiejski	Lubelskie	Nałęczów - miasto	Lubelskie
32	Kazimierz Dolny - obszar wiejski	Lubelskie	Wąwolnica	Lubelskie
38	Kazimierz Dolny - obszar wiejski	Lubelskie	Lublin	Lubelskie
10	Kazimierz Dolny - obszar wiejski	Lubelskie	Warszawa	Mazowieckie
643	Końskowola	Lubelskie	Puławy	Lubelskie
15	Końskowola	Lubelskie	Kazimierz Dolny - miasto	Lubelskie
29	Końskowola	Lubelskie	Kurów	Lubelskie
19	Końskowola	Lubelskie	Puławy	Lubelskie
18	Końskowola	Lubelskie	Wąwolnica	Lubelskie
154	Końskowola	Lubelskie	Lublin	Lubelskie
55	Końskowola	Lubelskie	Warszawa	Mazowieckie
12	Kurów	Lubelskie	Michów	Lubelskie
20	Kurów	Lubelskie	Garbów	Lubelskie
227	Kurów	Lubelskie	Puławy	Lubelskie
21	Kurów	Lubelskie	Końskowola	Lubelskie
34	Kurów	Lubelskie	Markuszów	Lubelskie
18	Kurów	Lubelskie	Nałęczów - miasto	Lubelskie
24	Kurów	Lubelskie	Nałęczów - obszar wiejski	Lubelskie
42	Kurów	Lubelskie	Wąwolnica	Lubelskie
180	Kurów	Lubelskie	Lublin	Lubelskie
16	Kurów	Lubelskie	Kraków	Małopolskie
45	Kurów	Lubelskie	Warszawa	Mazowieckie
31	Markuszów	Lubelskie	Garbów	Lubelskie
13	Markuszów	Lubelskie	Jastków	Lubelskie
60	Markuszów	Lubelskie	Puławy	Lubelskie
34	Markuszów	Lubelskie	Kurów	Lubelskie
11	Markuszów	Lubelskie	Nałęczów - obszar wiejski	Lubelskie
79	Markuszów	Lubelskie	Lublin	Lubelskie
19	Markuszów	Lubelskie	Warszawa	Mazowieckie
17	Nałęczów - miasto	Lubelskie	Puławy	Lubelskie
37	Nałęczów - miasto	Lubelskie	Nałęczów - obszar wiejski	Lubelskie
28	Nałęczów - miasto	Lubelskie	Wąwolnica	Lubelskie
101	Nałęczów - miasto	Lubelskie	Lublin	Lubelskie
49	Nałęczów - miasto	Lubelskie	Warszawa	Mazowieckie
19	Nałęczów - obszar wiejski	Lubelskie	Garbów	Lubelskie
11	Nałęczów - obszar wiejski	Lubelskie	Jastków	Lubelskie
10	Nałęczów - obszar wiejski	Lubelskie	Wojciechów	Lubelskie
40	Nałęczów - obszar wiejski	Lubelskie	Puławy	Lubelskie
10	Nałęczów - obszar wiejski	Lubelskie	Markuszów	Lubelskie
233	Nałęczów - obszar wiejski	Lubelskie	Nałęczów - miasto	Lubelskie
74	Nałęczów - obszar wiejski	Lubelskie	Wąwolnica	Lubelskie
230	Nałęczów - obszar wiejski	Lubelskie	Lublin	Lubelskie
47	Nałęczów - obszar wiejski	Lubelskie	Warszawa	Mazowieckie
965	Puławy	Lubelskie	Puławy	Lubelskie
29	Puławy	Lubelskie	Janowiec	Lubelskie
18	Puławy	Lubelskie	Kazimierz Dolny - miasto	Lubelskie
15	Puławy	Lubelskie	Końskowola	Lubelskie
119	Puławy	Lubelskie	Dęblin	Lubelskie
182	Puławy	Lubelskie	Lublin	Lubelskie
72	Puławy	Lubelskie	Warszawa	Mazowieckie
65	Wąwolnica	Lubelskie	Puławy	Lubelskie
17	Wąwolnica	Lubelskie	Kazimierz Dolny - miasto	Lubelskie
15	Wąwolnica	Lubelskie	Kurów	Lubelskie
110	Wąwolnica	Lubelskie	Nałęczów - miasto	Lubelskie
33	Wąwolnica	Lubelskie	Nałęczów - obszar wiejski	Lubelskie
130	Wąwolnica	Lubelskie	Lublin	Lubelskie
45	Wąwolnica	Lubelskie	Warszawa	Mazowieckie
461	Żyrzyn	Lubelskie	Puławy	Lubelskie
26	Żyrzyn	Lubelskie	Końskowola	Lubelskie
13	Żyrzyn	Lubelskie	Puławy	Lubelskie
15	Żyrzyn	Lubelskie	Dęblin	Lubelskie
44	Żyrzyn	Lubelskie	Ryki - miasto	Lubelskie
86	Żyrzyn	Lubelskie	Lublin	Lubelskie
55	Żyrzyn	Lubelskie	Warszawa	Mazowieckie
49	Radzyń Podlaski	Lubelskie	Międzyrzec Podlaski	Lubelskie
10	Radzyń Podlaski	Lubelskie	Kock - miasto	Lubelskie
26	Radzyń Podlaski	Lubelskie	Łuków	Lubelskie
11	Radzyń Podlaski	Lubelskie	Parczew - miasto	Lubelskie
35	Radzyń Podlaski	Lubelskie	Borki	Lubelskie
25	Radzyń Podlaski	Lubelskie	Kąkolewnica	Lubelskie
176	Radzyń Podlaski	Lubelskie	Radzyń Podlaski	Lubelskie
25	Radzyń Podlaski	Lubelskie	Ulan-Majorat	Lubelskie
64	Radzyń Podlaski	Lubelskie	Wohyń	Lubelskie
85	Radzyń Podlaski	Lubelskie	Lublin	Lubelskie
10	Radzyń Podlaski	Lubelskie	Siedlce	Mazowieckie
107	Radzyń Podlaski	Lubelskie	Warszawa	Mazowieckie
45	Borki	Lubelskie	Międzyrzec Podlaski	Lubelskie
13	Borki	Lubelskie	Łuków	Lubelskie
138	Borki	Lubelskie	Radzyń Podlaski	Lubelskie
13	Borki	Lubelskie	Radzyń Podlaski	Lubelskie
10	Borki	Lubelskie	Ulan-Majorat	Lubelskie
51	Borki	Lubelskie	Lublin	Lubelskie
38	Borki	Lubelskie	Warszawa	Mazowieckie
29	Czemierniki	Lubelskie	Międzyrzec Podlaski	Lubelskie
11	Czemierniki	Lubelskie	Lubartów	Lubelskie
139	Czemierniki	Lubelskie	Radzyń Podlaski	Lubelskie
15	Czemierniki	Lubelskie	Radzyń Podlaski	Lubelskie
63	Czemierniki	Lubelskie	Lublin	Lubelskie
38	Czemierniki	Lubelskie	Warszawa	Mazowieckie
18	Czemierniki	Lubelskie	Nowy Tomyśl - miasto	Wielkopolskie
131	Kąkolewnica	Lubelskie	Międzyrzec Podlaski	Lubelskie
55	Kąkolewnica	Lubelskie	Międzyrzec Podlaski	Lubelskie
32	Kąkolewnica	Lubelskie	Łuków	Lubelskie
65	Kąkolewnica	Lubelskie	Trzebieszów	Lubelskie
116	Kąkolewnica	Lubelskie	Radzyń Podlaski	Lubelskie
28	Kąkolewnica	Lubelskie	Radzyń Podlaski	Lubelskie
15	Kąkolewnica	Lubelskie	Biała Podlaska	Lubelskie
82	Kąkolewnica	Lubelskie	Lublin	Lubelskie
38	Kąkolewnica	Lubelskie	Siedlce	Mazowieckie
41	Kąkolewnica	Lubelskie	Warszawa	Mazowieckie
12	Kąkolewnica	Lubelskie	Nowy Tomyśl - miasto	Wielkopolskie
11	Komarówka Podlaska	Lubelskie	Międzyrzec Podlaski	Lubelskie
11	Komarówka Podlaska	Lubelskie	Parczew - miasto	Lubelskie
30	Komarówka Podlaska	Lubelskie	Radzyń Podlaski	Lubelskie
21	Komarówka Podlaska	Lubelskie	Biała Podlaska	Lubelskie
22	Komarówka Podlaska	Lubelskie	Lublin	Lubelskie
35	Komarówka Podlaska	Lubelskie	Warszawa	Mazowieckie
179	Radzyń Podlaski	Lubelskie	Międzyrzec Podlaski	Lubelskie
12	Radzyń Podlaski	Lubelskie	Adamów	Lubelskie
442	Radzyń Podlaski	Lubelskie	Radzyń Podlaski	Lubelskie
12	Radzyń Podlaski	Lubelskie	Borki	Lubelskie
14	Radzyń Podlaski	Lubelskie	Kąkolewnica	Lubelskie
14	Radzyń Podlaski	Lubelskie	Ulan-Majorat	Lubelskie
23	Radzyń Podlaski	Lubelskie	Wohyń	Lubelskie
139	Radzyń Podlaski	Lubelskie	Lublin	Lubelskie
71	Radzyń Podlaski	Lubelskie	Warszawa	Mazowieckie
53	Radzyń Podlaski	Lubelskie	Nowy Tomyśl - miasto	Wielkopolskie
30	Ulan-Majorat	Lubelskie	Międzyrzec Podlaski	Lubelskie
128	Ulan-Majorat	Lubelskie	Łuków	Lubelskie
13	Ulan-Majorat	Lubelskie	Łuków	Lubelskie
13	Ulan-Majorat	Lubelskie	Trzebieszów	Lubelskie
81	Ulan-Majorat	Lubelskie	Radzyń Podlaski	Lubelskie
13	Ulan-Majorat	Lubelskie	Radzyń Podlaski	Lubelskie
58	Ulan-Majorat	Lubelskie	Lublin	Lubelskie
32	Ulan-Majorat	Lubelskie	Warszawa	Mazowieckie
13	Ulan-Majorat	Lubelskie	Nowy Tomyśl - miasto	Wielkopolskie
28	Wohyń	Lubelskie	Międzyrzec Podlaski	Lubelskie
10	Wohyń	Lubelskie	Milanów	Lubelskie
28	Wohyń	Lubelskie	Parczew - miasto	Lubelskie
160	Wohyń	Lubelskie	Radzyń Podlaski	Lubelskie
36	Wohyń	Lubelskie	Radzyń Podlaski	Lubelskie
51	Wohyń	Lubelskie	Lublin	Lubelskie
40	Wohyń	Lubelskie	Warszawa	Mazowieckie
24	Wohyń	Lubelskie	Nowy Tomyśl - miasto	Wielkopolskie
68	Dęblin	Lubelskie	Puławy	Lubelskie
114	Dęblin	Lubelskie	Ryki - miasto	Lubelskie
20	Dęblin	Lubelskie	Ryki - obszar wiejski	Lubelskie
53	Dęblin	Lubelskie	Stężyca	Lubelskie
10	Dęblin	Lubelskie	Ułęż	Lubelskie
211	Dęblin	Lubelskie	Lublin	Lubelskie
14	Dęblin	Lubelskie	Kraków	Małopolskie
11	Dęblin	Lubelskie	Garwolin	Mazowieckie
17	Dęblin	Lubelskie	Maciejowice	Mazowieckie
10	Dęblin	Lubelskie	Gniewoszów	Mazowieckie
13	Dęblin	Lubelskie	Sieciechów	Mazowieckie
197	Dęblin	Lubelskie	Warszawa	Mazowieckie
10	Kłoczew	Lubelskie	Dęblin	Lubelskie
119	Kłoczew	Lubelskie	Ryki - miasto	Lubelskie
19	Kłoczew	Lubelskie	Ryki - obszar wiejski	Lubelskie
72	Kłoczew	Lubelskie	Lublin	Lubelskie
22	Kłoczew	Lubelskie	Garwolin	Mazowieckie
11	Kłoczew	Lubelskie	Trojanów	Mazowieckie
42	Kłoczew	Lubelskie	Żelechów - miasto	Mazowieckie
15	Kłoczew	Lubelskie	Wiązowna	Mazowieckie
93	Kłoczew	Lubelskie	Warszawa	Mazowieckie
12	Nowodwór	Lubelskie	Puławy	Lubelskie
29	Nowodwór	Lubelskie	Dęblin	Lubelskie
84	Nowodwór	Lubelskie	Ryki - miasto	Lubelskie
20	Nowodwór	Lubelskie	Ryki - obszar wiejski	Lubelskie
10	Nowodwór	Lubelskie	Ułęż	Lubelskie
51	Nowodwór	Lubelskie	Lublin	Lubelskie
38	Nowodwór	Lubelskie	Warszawa	Mazowieckie
10	Ryki - miasto	Lubelskie	Puławy	Lubelskie
98	Ryki - miasto	Lubelskie	Dęblin	Lubelskie
20	Ryki - miasto	Lubelskie	Kłoczew	Lubelskie
10	Ryki - miasto	Lubelskie	Nowodwór	Lubelskie
53	Ryki - miasto	Lubelskie	Ryki - obszar wiejski	Lubelskie
14	Ryki - miasto	Lubelskie	Ułęż	Lubelskie
188	Ryki - miasto	Lubelskie	Lublin	Lubelskie
26	Ryki - miasto	Lubelskie	Garwolin	Mazowieckie
112	Ryki - miasto	Lubelskie	Warszawa	Mazowieckie
13	Ryki - obszar wiejski	Lubelskie	Kobierzyce	Dolnośląskie
40	Ryki - obszar wiejski	Lubelskie	Puławy	Lubelskie
219	Ryki - obszar wiejski	Lubelskie	Dęblin	Lubelskie
41	Ryki - obszar wiejski	Lubelskie	Kłoczew	Lubelskie
501	Ryki - obszar wiejski	Lubelskie	Ryki - miasto	Lubelskie
10	Ryki - obszar wiejski	Lubelskie	Stężyca	Lubelskie
21	Ryki - obszar wiejski	Lubelskie	Ułęż	Lubelskie
264	Ryki - obszar wiejski	Lubelskie	Lublin	Lubelskie
11	Ryki - obszar wiejski	Lubelskie	Kraków	Małopolskie
32	Ryki - obszar wiejski	Lubelskie	Garwolin	Mazowieckie
11	Ryki - obszar wiejski	Lubelskie	Trojanów	Mazowieckie
116	Ryki - obszar wiejski	Lubelskie	Warszawa	Mazowieckie
17	Stężyca	Lubelskie	Puławy	Lubelskie
154	Stężyca	Lubelskie	Dęblin	Lubelskie
61	Stężyca	Lubelskie	Ryki - miasto	Lubelskie
186	Stężyca	Lubelskie	Lublin	Lubelskie
10	Stężyca	Lubelskie	Garwolin	Mazowieckie
22	Stężyca	Lubelskie	Maciejowice	Mazowieckie
113	Stężyca	Lubelskie	Warszawa	Mazowieckie
10	Ułęż	Lubelskie	Jeziorzany	Lubelskie
14	Ułęż	Lubelskie	Puławy	Lubelskie
25	Ułęż	Lubelskie	Dęblin	Lubelskie
11	Ułęż	Lubelskie	Nowodwór	Lubelskie
77	Ułęż	Lubelskie	Ryki - miasto	Lubelskie
18	Ułęż	Lubelskie	Ryki - obszar wiejski	Lubelskie
50	Ułęż	Lubelskie	Lublin	Lubelskie
11	Ułęż	Lubelskie	Sobolew	Mazowieckie
20	Ułęż	Lubelskie	Warszawa	Mazowieckie
21	Świdnik	Lubelskie	Wrocław	Dolnośląskie
12	Świdnik	Lubelskie	Krasnystaw	Lubelskie
11	Świdnik	Lubelskie	Lubartów	Lubelskie
44	Świdnik	Lubelskie	Głusk	Lubelskie
32	Świdnik	Lubelskie	Jastków	Lubelskie
12	Świdnik	Lubelskie	Konopnica	Lubelskie
24	Świdnik	Lubelskie	Niemce	Lubelskie
29	Świdnik	Lubelskie	Wólka	Lubelskie
15	Świdnik	Lubelskie	Łęczna - miasto	Lubelskie
14	Świdnik	Lubelskie	Milejów	Lubelskie
62	Świdnik	Lubelskie	Puchaczów	Lubelskie
10	Świdnik	Lubelskie	Puławy	Lubelskie
131	Świdnik	Lubelskie	Mełgiew	Lubelskie
19	Świdnik	Lubelskie	Piaski - miasto	Lubelskie
24	Świdnik	Lubelskie	Piaski - obszar wiejski	Lubelskie
33	Świdnik	Lubelskie	Trawniki	Lubelskie
2496	Świdnik	Lubelskie	Lublin	Lubelskie
12	Świdnik	Lubelskie	Zamość	Lubelskie
15	Świdnik	Lubelskie	Kraków	Małopolskie
205	Świdnik	Lubelskie	Warszawa	Mazowieckie
25	Świdnik	Lubelskie	Rzeszów	Podkarpackie
15	Świdnik	Lubelskie	Poznań	Wielkopolskie
12	Mełgiew	Lubelskie	Łęczna - obszar wiejski	Lubelskie
10	Mełgiew	Lubelskie	Milejów	Lubelskie
32	Mełgiew	Lubelskie	Puchaczów	Lubelskie
457	Mełgiew	Lubelskie	Świdnik	Lubelskie
10	Mełgiew	Lubelskie	Piaski - miasto	Lubelskie
13	Mełgiew	Lubelskie	Piaski - obszar wiejski	Lubelskie
11	Mełgiew	Lubelskie	Trawniki	Lubelskie
572	Mełgiew	Lubelskie	Lublin	Lubelskie
41	Mełgiew	Lubelskie	Warszawa	Mazowieckie
16	Piaski - miasto	Lubelskie	Puchaczów	Lubelskie
54	Piaski - miasto	Lubelskie	Świdnik	Lubelskie
28	Piaski - miasto	Lubelskie	Piaski - obszar wiejski	Lubelskie
13	Piaski - miasto	Lubelskie	Trawniki	Lubelskie
123	Piaski - miasto	Lubelskie	Lublin	Lubelskie
18	Piaski - obszar wiejski	Lubelskie	Głusk	Lubelskie
19	Piaski - obszar wiejski	Lubelskie	Puchaczów	Lubelskie
158	Piaski - obszar wiejski	Lubelskie	Świdnik	Lubelskie
40	Piaski - obszar wiejski	Lubelskie	Mełgiew	Lubelskie
169	Piaski - obszar wiejski	Lubelskie	Piaski - miasto	Lubelskie
10	Piaski - obszar wiejski	Lubelskie	Trawniki	Lubelskie
393	Piaski - obszar wiejski	Lubelskie	Lublin	Lubelskie
28	Piaski - obszar wiejski	Lubelskie	Warszawa	Mazowieckie
38	Rybczewice	Lubelskie	Świdnik	Lubelskie
21	Rybczewice	Lubelskie	Piaski - obszar wiejski	Lubelskie
123	Rybczewice	Lubelskie	Lublin	Lubelskie
35	Trawniki	Lubelskie	Łęczna - miasto	Lubelskie
44	Trawniki	Lubelskie	Milejów	Lubelskie
97	Trawniki	Lubelskie	Puchaczów	Lubelskie
154	Trawniki	Lubelskie	Świdnik	Lubelskie
23	Trawniki	Lubelskie	Mełgiew	Lubelskie
11	Trawniki	Lubelskie	Piaski - miasto	Lubelskie
14	Trawniki	Lubelskie	Piaski - obszar wiejski	Lubelskie
442	Trawniki	Lubelskie	Lublin	Lubelskie
23	Trawniki	Lubelskie	Warszawa	Mazowieckie
42	Tomaszów Lubelski	Lubelskie	Bełżec	Lubelskie
23	Tomaszów Lubelski	Lubelskie	Jarczów	Lubelskie
40	Tomaszów Lubelski	Lubelskie	Lubycza Królewska - miasto	Lubelskie
10	Tomaszów Lubelski	Lubelskie	Lubycza Królewska - obszar wiejski	Lubelskie
11	Tomaszów Lubelski	Lubelskie	Rachanie	Lubelskie
14	Tomaszów Lubelski	Lubelskie	Susiec	Lubelskie
38	Tomaszów Lubelski	Lubelskie	Tarnawatka	Lubelskie
131	Tomaszów Lubelski	Lubelskie	Tomaszów Lubelski	Lubelskie
15	Tomaszów Lubelski	Lubelskie	Krasnobród - miasto	Lubelskie
80	Tomaszów Lubelski	Lubelskie	Lublin	Lubelskie
54	Tomaszów Lubelski	Lubelskie	Zamość	Lubelskie
50	Tomaszów Lubelski	Lubelskie	Warszawa	Mazowieckie
100	Bełżec	Lubelskie	Tomaszów Lubelski	Lubelskie
22	Bełżec	Lubelskie	Lubycza Królewska - miasto	Lubelskie
22	Bełżec	Lubelskie	Tomaszów Lubelski	Lubelskie
29	Bełżec	Lubelskie	Lublin	Lubelskie
111	Jarczów	Lubelskie	Tomaszów Lubelski	Lubelskie
85	Krynice	Lubelskie	Tomaszów Lubelski	Lubelskie
23	Krynice	Lubelskie	Lublin	Lubelskie
64	Krynice	Lubelskie	Zamość	Lubelskie
39	Lubycza Królewska - miasto	Lubelskie	Tomaszów Lubelski	Lubelskie
13	Lubycza Królewska - miasto	Lubelskie	Lublin	Lubelskie
54	Lubycza Królewska - obszar wiejski	Lubelskie	Tomaszów Lubelski	Lubelskie
81	Lubycza Królewska - obszar wiejski	Lubelskie	Lubycza Królewska - miasto	Lubelskie
13	Lubycza Królewska - obszar wiejski	Lubelskie	Tomaszów Lubelski	Lubelskie
10	Lubycza Królewska - obszar wiejski	Lubelskie	Lublin	Lubelskie
16	Lubycza Królewska - obszar wiejski	Lubelskie	Warszawa	Mazowieckie
29	Łaszczów - miasto	Lubelskie	Tomaszów Lubelski	Lubelskie
67	Łaszczów - miasto	Lubelskie	Łaszczów - obszar wiejski	Lubelskie
12	Łaszczów - miasto	Lubelskie	Telatyn	Lubelskie
63	Łaszczów - obszar wiejski	Lubelskie	Tomaszów Lubelski	Lubelskie
129	Łaszczów - obszar wiejski	Lubelskie	Łaszczów - miasto	Lubelskie
12	Łaszczów - obszar wiejski	Lubelskie	Lublin	Lubelskie
147	Rachanie	Lubelskie	Tomaszów Lubelski	Lubelskie
39	Rachanie	Lubelskie	Łaszczów - miasto	Lubelskie
16	Rachanie	Lubelskie	Tyszowce - miasto	Lubelskie
25	Rachanie	Lubelskie	Lublin	Lubelskie
19	Rachanie	Lubelskie	Zamość	Lubelskie
11	Rachanie	Lubelskie	Warszawa	Mazowieckie
26	Susiec	Lubelskie	Józefów - miasto	Lubelskie
15	Susiec	Lubelskie	Józefów - obszar wiejski	Lubelskie
240	Susiec	Lubelskie	Tomaszów Lubelski	Lubelskie
25	Susiec	Lubelskie	Tomaszów Lubelski	Lubelskie
11	Susiec	Lubelskie	Zwierzyniec - miasto	Lubelskie
49	Susiec	Lubelskie	Lublin	Lubelskie
19	Susiec	Lubelskie	Zamość	Lubelskie
11	Susiec	Lubelskie	Warszawa	Mazowieckie
154	Tarnawatka	Lubelskie	Tomaszów Lubelski	Lubelskie
22	Tarnawatka	Lubelskie	Tomaszów Lubelski	Lubelskie
25	Tarnawatka	Lubelskie	Lublin	Lubelskie
30	Tarnawatka	Lubelskie	Zamość	Lubelskie
34	Telatyn	Lubelskie	Tomaszów Lubelski	Lubelskie
20	Telatyn	Lubelskie	Łaszczów - miasto	Lubelskie
17	Telatyn	Lubelskie	Łaszczów - obszar wiejski	Lubelskie
14	Telatyn	Lubelskie	Lublin	Lubelskie
10	Telatyn	Lubelskie	Warszawa	Mazowieckie
761	Tomaszów Lubelski	Lubelskie	Tomaszów Lubelski	Lubelskie
11	Tomaszów Lubelski	Lubelskie	Jarczów	Lubelskie
18	Tomaszów Lubelski	Lubelskie	Lubycza Królewska - miasto	Lubelskie
10	Tomaszów Lubelski	Lubelskie	Susiec	Lubelskie
17	Tomaszów Lubelski	Lubelskie	Tarnawatka	Lubelskie
78	Tomaszów Lubelski	Lubelskie	Lublin	Lubelskie
40	Tomaszów Lubelski	Lubelskie	Zamość	Lubelskie
26	Tomaszów Lubelski	Lubelskie	Warszawa	Mazowieckie
12	Tomaszów Lubelski	Lubelskie	Wysokie Mazowieckie	Podlaskie
15	Tyszowce - miasto	Lubelskie	Tomaszów Lubelski	Lubelskie
11	Tyszowce - miasto	Lubelskie	Łaszczów - miasto	Lubelskie
10	Tyszowce - miasto	Lubelskie	Warszawa	Mazowieckie
16	Tyszowce - obszar wiejski	Lubelskie	Tomaszów Lubelski	Lubelskie
10	Tyszowce - obszar wiejski	Lubelskie	Łaszczów - miasto	Lubelskie
87	Tyszowce - obszar wiejski	Lubelskie	Tyszowce - miasto	Lubelskie
13	Tyszowce - obszar wiejski	Lubelskie	Lublin	Lubelskie
16	Tyszowce - obszar wiejski	Lubelskie	Zamość	Lubelskie
35	Ulhówek	Lubelskie	Tomaszów Lubelski	Lubelskie
10	Ulhówek	Lubelskie	Łaszczów - miasto	Lubelskie
14	Ulhówek	Lubelskie	Łaszczów - obszar wiejski	Lubelskie
19	Ulhówek	Lubelskie	Lublin	Lubelskie
13	Włodawa	Lubelskie	Parczew - miasto	Lubelskie
180	Włodawa	Lubelskie	Włodawa	Lubelskie
33	Włodawa	Lubelskie	Wyryki	Lubelskie
18	Włodawa	Lubelskie	Chełm	Lubelskie
66	Włodawa	Lubelskie	Lublin	Lubelskie
22	Włodawa	Lubelskie	Zamość	Lubelskie
41	Włodawa	Lubelskie	Warszawa	Mazowieckie
55	Hanna	Lubelskie	Włodawa	Lubelskie
14	Hanna	Lubelskie	Włodawa	Lubelskie
14	Hanna	Lubelskie	Lublin	Lubelskie
25	Hańsk	Lubelskie	Puchaczów	Lubelskie
113	Hańsk	Lubelskie	Parczew - miasto	Lubelskie
27	Hańsk	Lubelskie	Włodawa	Lubelskie
17	Hańsk	Lubelskie	Lublin	Lubelskie
12	Stary Brus	Lubelskie	Łęczna - miasto	Lubelskie
18	Stary Brus	Lubelskie	Puchaczów	Lubelskie
10	Stary Brus	Lubelskie	Parczew - miasto	Lubelskie
31	Stary Brus	Lubelskie	Włodawa	Lubelskie
17	Stary Brus	Lubelskie	Lublin	Lubelskie
15	Urszulin	Lubelskie	Cyców	Lubelskie
69	Urszulin	Lubelskie	Łęczna - miasto	Lubelskie
133	Urszulin	Lubelskie	Puchaczów	Lubelskie
17	Urszulin	Lubelskie	Włodawa	Lubelskie
10	Urszulin	Lubelskie	Hańsk	Lubelskie
46	Urszulin	Lubelskie	Lublin	Lubelskie
363	Włodawa	Lubelskie	Włodawa	Lubelskie
74	Włodawa	Lubelskie	Lublin	Lubelskie
10	Włodawa	Lubelskie	Zamość	Lubelskie
14	Włodawa	Lubelskie	Warszawa	Mazowieckie
34	Wola Uhruska	Lubelskie	Parczew - miasto	Lubelskie
24	Wola Uhruska	Lubelskie	Włodawa	Lubelskie
27	Wola Uhruska	Lubelskie	Chełm	Lubelskie
30	Wola Uhruska	Lubelskie	Lublin	Lubelskie
12	Wola Uhruska	Lubelskie	Warszawa	Mazowieckie
106	Wyryki	Lubelskie	Włodawa	Lubelskie
25	Wyryki	Lubelskie	Włodawa	Lubelskie
17	Wyryki	Lubelskie	Lublin	Lubelskie
31	Adamów	Lubelskie	Krasnobród - miasto	Lubelskie
65	Adamów	Lubelskie	Krasnobród - obszar wiejski	Lubelskie
33	Adamów	Lubelskie	Zamość	Lubelskie
27	Adamów	Lubelskie	Zwierzyniec - miasto	Lubelskie
33	Adamów	Lubelskie	Lublin	Lubelskie
123	Adamów	Lubelskie	Zamość	Lubelskie
11	Adamów	Lubelskie	Warszawa	Mazowieckie
12	Grabowiec	Lubelskie	Lublin	Lubelskie
54	Grabowiec	Lubelskie	Zamość	Lubelskie
10	Komarów-Osada	Lubelskie	Tomaszów Lubelski	Lubelskie
17	Komarów-Osada	Lubelskie	Zamość	Lubelskie
30	Komarów-Osada	Lubelskie	Lublin	Lubelskie
121	Komarów-Osada	Lubelskie	Zamość	Lubelskie
13	Komarów-Osada	Lubelskie	Warszawa	Mazowieckie
10	Krasnobród - miasto	Lubelskie	Tomaszów Lubelski	Lubelskie
29	Krasnobród - miasto	Lubelskie	Adamów	Lubelskie
97	Krasnobród - miasto	Lubelskie	Krasnobród - obszar wiejski	Lubelskie
13	Krasnobród - miasto	Lubelskie	Zwierzyniec - miasto	Lubelskie
25	Krasnobród - miasto	Lubelskie	Lublin	Lubelskie
69	Krasnobród - miasto	Lubelskie	Zamość	Lubelskie
10	Krasnobród - miasto	Lubelskie	Warszawa	Mazowieckie
10	Krasnobród - obszar wiejski	Lubelskie	Józefów - miasto	Lubelskie
15	Krasnobród - obszar wiejski	Lubelskie	Tomaszów Lubelski	Lubelskie
59	Krasnobród - obszar wiejski	Lubelskie	Adamów	Lubelskie
82	Krasnobród - obszar wiejski	Lubelskie	Krasnobród - miasto	Lubelskie
26	Krasnobród - obszar wiejski	Lubelskie	Zwierzyniec - miasto	Lubelskie
46	Krasnobród - obszar wiejski	Lubelskie	Zamość	Lubelskie
10	Łabunie	Lubelskie	Krasnystaw	Lubelskie
12	Łabunie	Lubelskie	Tomaszów Lubelski	Lubelskie
11	Łabunie	Lubelskie	Sitno	Lubelskie
55	Łabunie	Lubelskie	Zamość	Lubelskie
66	Łabunie	Lubelskie	Lublin	Lubelskie
336	Łabunie	Lubelskie	Zamość	Lubelskie
28	Łabunie	Lubelskie	Warszawa	Mazowieckie
20	Miączyn	Lubelskie	Zamość	Lubelskie
40	Miączyn	Lubelskie	Lublin	Lubelskie
171	Miączyn	Lubelskie	Zamość	Lubelskie
21	Miączyn	Lubelskie	Warszawa	Mazowieckie
48	Nielisz	Lubelskie	Zamość	Lubelskie
12	Nielisz	Lubelskie	Zwierzyniec - miasto	Lubelskie
61	Nielisz	Lubelskie	Lublin	Lubelskie
130	Nielisz	Lubelskie	Zamość	Lubelskie
11	Nielisz	Lubelskie	Warszawa	Mazowieckie
53	Radecznica	Lubelskie	Biłgoraj	Lubelskie
13	Radecznica	Lubelskie	Szczebrzeszyn - miasto	Lubelskie
67	Radecznica	Lubelskie	Zwierzyniec - miasto	Lubelskie
82	Radecznica	Lubelskie	Lublin	Lubelskie
